case_id,semantic_family,policy,evidence_class,changed_intervention,cache_regime,capacity_bytes,reference_identity,checkpoint,achieved_horizon,cumulative_mean_delta_nll,instantaneous_delta_nll,cumulative_mean_kl,cumulative_mean_js,cumulative_mean_hidden_l2,cumulative_mean_moe_l2,top1_agreement_fraction,cumulative_max_corrected_regret_per_swap,cumulative_mean_corrected_regret_per_swap,cumulative_corrected_regret,cumulative_raw_regret_signed,changed_slot_fraction,perturbed_layer_fraction,cumulative_regret_weighted_mean_normalized_depth,cumulative_first_perturbed_normalized_depth,cumulative_intentional_swaps,cumulative_cache_hits,cumulative_cache_misses,cumulative_backing_loads,cumulative_backing_bytes
02-formal-b3,formal logic / proof-style reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,cb9805c10188c3210db22a2da3ce55e925c33f6de21c1fd623d4400e780ee79a,512,512,0.009953923751168145,3.2579787614395173e-06,0.010848463435781028,0.0026473426592617554,0.09139249686209477,0.1358614921394157,0.97265625,0.003088325262069702,0.0013083277242666972,29.12206681445241,-22.62432228758948,0.029534381368885868,0.4725501019021739,0.41440718727850534,0.0,22259,412799,340865,340865,5981248143360
02-formal-b3,formal logic / proof-style reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,cb9805c10188c3210db22a2da3ce55e925c33f6de21c1fd623d4400e780ee79a,16,512,0.006095684972973636,3.790173082052206e-07,0.000562617484015109,0.00014072437739649852,0.10852547484411948,0.16969372580623565,1.0,0.007294595241546631,0.003152766121516687,5.075953455641866,3.19122982211411,0.068359375,0.7302989130434783,0.45389049408629656,0.0,1610,14274,9278,9278,162803515392
02-formal-b3,formal logic / proof-style reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,cb9805c10188c3210db22a2da3ce55e925c33f6de21c1fd623d4400e780ee79a,32,512,0.009695956987473164,-0.0003826655927241518,0.001138273298561029,0.00029158970077998816,0.11144700652018782,0.17103916411404702,1.0,0.007294595241546631,0.0030557453840028294,9.756995011121035,8.723095388661022,0.06778617527173914,0.7248641304347826,0.4427418317847456,0.0,3193,28997,18107,18107,317728309248
02-formal-b3,formal logic / proof-style reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,cb9805c10188c3210db22a2da3ce55e925c33f6de21c1fd623d4400e780ee79a,64,512,-0.005548286836542349,-0.013011212123686278,0.003050974269095616,0.0007450327829230625,0.11196180436095984,0.1699776690321839,1.0,0.007301047444343567,0.0029846680394882566,19.522713646292686,14.210554177491758,0.06943147078804347,0.7275815217391305,0.43700981643335257,0.0,6541,58712,35496,35496,622857682944
02-formal-b3,formal logic / proof-style reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,cb9805c10188c3210db22a2da3ce55e925c33f6de21c1fd623d4400e780ee79a,128,512,-0.003678563824140252,-5.5565108780797345e-06,0.004635144051473703,0.0011327643867775055,0.10981143167877712,0.1705033256402909,1.0,0.007302343845367432,0.003020902740941739,39.679557502269745,29.56451180996237,0.06971276324728261,0.7309782608695652,0.43784686453172716,0.0,13135,114811,73605,73605,1291566366720
02-formal-b3,formal logic / proof-style reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,cb9805c10188c3210db22a2da3ce55e925c33f6de21c1fd623d4400e780ee79a,256,512,-0.0015137671447113116,-0.03660702004006211,0.009653622945480157,0.002358257124660196,0.10941368065827389,0.1683660391956262,0.98046875,0.0073034316301345825,0.0030093875076951356,78.57510782591999,57.42832813579889,0.06928817085597826,0.7246942934782609,0.4335506151467638,0.0,26110,224492,152340,152340,2673150197760
02-formal-b3,formal logic / proof-style reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,cb9805c10188c3210db22a2da3ce55e925c33f6de21c1fd623d4400e780ee79a,512,512,0.013016172891340876,3.3392774376750367e-06,0.013042883474623014,0.003183224423500183,0.1149590459496205,0.17101395272335618,0.962890625,0.0073034316301345825,0.0030126675590660375,158.5265669580549,126.16130418013057,0.06981891134510869,0.7282396399456522,0.433247467709511,0.0,52620,443543,310121,310121,5441775058944
03-science-b3,physics / scientific reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,9d64b65900419e17cf883c923fb406dc3a915e0e28bf4fc43d1e4738a73042a1,16,512,-0.0023889096702898183,-0.00891273419533789,0.001208423790759229,0.00030833873839654195,0.0723602374816355,0.11081934777294236,1.0,0.003086969256401062,0.0013639890518033914,0.9152366537600756,-0.4411503691226244,0.02849014945652174,0.45584239130434784,0.4003631083834205,0.0,671,14961,8591,8591,150748545024
03-science-b3,physics / scientific reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,9d64b65900419e17cf883c923fb406dc3a915e0e28bf4fc43d1e4738a73042a1,32,512,-0.002467590162043898,-3.115079257653974e-05,0.0007337881035635664,0.0001861073688679621,0.07384189279342773,0.11379934002993602,1.0,0.0030876994132995605,0.0013078470345881344,1.817907378077507,-2.7676544566638768,0.029509171195652172,0.47214673913043476,0.41857254017949574,0.0,1390,27883,19221,19221,337275961344
03-science-b3,physics / scientific reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,9d64b65900419e17cf883c923fb406dc3a915e0e28bf4fc43d1e4738a73042a1,64,512,-0.0016820245323291294,-0.0009699362955011281,0.0005575323957581796,0.0001408907560765516,0.08535915066292056,0.1253112214176364,1.0,0.0030876994132995605,0.0013234912312104058,3.6607767455279827,-4.012957312632352,0.029360563858695652,0.46976902173913043,0.4255411828846682,0.0,2766,51860,42348,42348,743091535872
03-science-b3,physics / scientific reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,9d64b65900419e17cf883c923fb406dc3a915e0e28bf4fc43d1e4738a73042a1,128,512,-0.0012261319604385534,-8.197816647737e-07,0.0011151873615719006,0.0002778868043041261,0.078402166533833,0.1197133800339049,0.9921875,0.0030876994132995605,0.0013141549729657862,7.467028556391597,-14.058749601943418,0.030156674592391304,0.48250679347826086,0.42460140505413524,0.0,5682,107586,80830,80830,1418345349120
03-science-b3,physics / scientific reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,9d64b65900419e17cf883c923fb406dc3a915e0e28bf4fc43d1e4738a73042a1,256,512,-0.006287323200194164,-0.0029774196926020124,0.0026644884828385925,0.0006491305135755546,0.08155138118645516,0.12319647849926185,0.98828125,0.0030876994132995605,0.0013126298390057941,14.763147799298167,-17.334838423295878,0.02984619140625,0.4775390625,0.421974300796797,0.0,11247,221933,154899,154899,2718053646336
03-science-b3,physics / scientific reasoning,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,9d64b65900419e17cf883c923fb406dc3a915e0e28bf4fc43d1e4738a73042a1,512,512,0.0018372396108027045,-0.0004794113936981148,0.006193405703783681,0.0015172676698046476,0.0805435155445416,0.12185760244263913,0.955078125,0.0030880868434906006,0.0013059947278028338,29.00222492031753,-16.136036071780836,0.029465385105298912,0.4714461616847826,0.4181439169312764,0.0,22207,432372,321292,321292,5637795545088
03-science-b3,physics / scientific reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,9d64b65900419e17cf883c923fb406dc3a915e0e28bf4fc43d1e4738a73042a1,16,512,0.008751398491614548,-0.0014653456512903063,0.0018623148966979402,0.0004778170780975312,0.09270814409722664,0.14990639005641765,1.0,0.007293857634067535,0.0030348272734805,4.79502709209919,3.143988651689142,0.06708559782608696,0.7112771739130435,0.41933139880136305,0.0,1580,15713,7839,7839,137553002496
03-science-b3,physics / scientific reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,9d64b65900419e17cf883c923fb406dc3a915e0e28bf4fc43d1e4738a73042a1,32,512,0.0013172709499214008,-1.2307411772383148e-05,0.0011568162127120834,0.0002947954385433725,0.09334858593818546,0.15210800829849047,1.0,0.007298067212104797,0.003037762546903199,9.827161839231849,6.1118618035689,0.06867781929347826,0.7265625,0.4296083973940382,0.0,3235,29702,17402,17402,305357488128
03-science-b3,physics / scientific reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,9d64b65900419e17cf883c923fb406dc3a915e0e28bf4fc43d1e4738a73042a1,64,512,-0.0014229655309065947,-0.0007421840219485887,0.0011031321587589883,0.000272213957055766,0.1128712664328449,0.16817334975590895,1.0,0.007299795746803284,0.003044152920057713,19.491711147129536,13.881440042285249,0.06796662703804347,0.7194293478260869,0.4382759191395116,0.0,6403,55550,38658,38658,678342131712
03-science-b3,physics / scientific reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,9d64b65900419e17cf883c923fb406dc3a915e0e28bf4fc43d1e4738a73042a1,128,512,-0.001107488921597094,-1.0213474155307267e-06,0.0017984213391526046,0.00044819317580421054,0.10204742492242987,0.15910810184776167,0.984375,0.00730191171169281,0.0030080984474767118,39.79413436166942,23.044961501698708,0.07021165930706522,0.7341202445652174,0.44087016456791406,0.0,13229,115413,73003,73003,1281002913792
03-science-b3,physics / scientific reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,9d64b65900419e17cf883c923fb406dc3a915e0e28bf4fc43d1e4738a73042a1,256,512,-0.003267985331583928,-0.0026372959733329537,0.003906341700237778,0.0009652922395039536,0.10363117160890925,0.1611603630970599,0.98046875,0.007303133606910706,0.003024303229379122,80.25291049480438,64.8162934401771,0.07041864809782608,0.7338654891304348,0.4376941559610447,0.0,26536,238491,138341,138341,2427506049024
03-science-b3,physics / scientific reasoning,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,9d64b65900419e17cf883c923fb406dc3a915e0e28bf4fc43d1e4738a73042a1,512,512,0.002517558609987078,0.016854917416146975,0.009065120516018267,0.0022111694407248314,0.11457958572150659,0.1627994382381298,0.95703125,0.0073036253452301025,0.0030192900534920966,159.12262439914048,119.6913940384984,0.06992771314538043,0.7286430027173914,0.43330161608776624,0.0,52702,465383,288281,288281,5058542813184
04-factual-b2,factual / explanatory knowledge,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,e3367a4bb11e8ceb559c9c2f530a6f63d56086a02408aa9613ea093f2a1619ca,16,512,0.014566347127274115,-3.231575927031827e-05,0.0029715118507728836,0.00074002138296885,0.0944159536684119,0.14317958798266273,0.9375,0.0030868947505950928,0.0012359828296140871,0.836760375648737,-0.696946795820395,0.028744904891304348,0.45991847826086957,0.39669664656459797,0.0,677,13533,10019,10019,175806038016
04-factual-b2,factual / explanatory knowledge,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,e3367a4bb11e8ceb559c9c2f530a6f63d56086a02408aa9613ea093f2a1619ca,32,512,0.015436565675792768,-1.2954849271551439e-05,0.003772528095991958,0.0009440474804742966,0.09386821423303629,0.13744171265446148,0.9375,0.0030868947505950928,0.0012927992763567943,1.710373442620039,-2.2058969463921585,0.028086786684782608,0.44938858695652173,0.40172536530909636,0.0,1323,26186,20918,20918,367053668352
04-factual-b2,factual / explanatory knowledge,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,e3367a4bb11e8ceb559c9c2f530a6f63d56086a02408aa9613ea093f2a1619ca,64,512,0.012412794839702979,-8.24601631777e-06,0.003478171454058424,0.0008725470296999391,0.09927791068091481,0.1460721971776067,0.96875,0.0030868947505950928,0.0012828821200595987,3.4471042566001415,-6.261278866740895,0.028521993885869564,0.456351902173913,0.408472434846765,0.0,2687,51834,42374,42374,743547764736
04-factual-b2,factual / explanatory knowledge,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,e3367a4bb11e8ceb559c9c2f530a6f63d56086a02408aa9613ea093f2a1619ca,128,512,0.009928900261500395,0.12350144668024399,0.00438430545615244,0.0010998987239861958,0.0997714186628336,0.1460404073896491,0.9765625,0.0030875802040100098,0.0012993165703393005,6.909765521064401,-12.790714416550827,0.02822477921195652,0.4515964673913043,0.40241951861246633,0.0,5318,103135,85281,85281,1496448221184
04-factual-b2,factual / explanatory knowledge,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,e3367a4bb11e8ceb559c9c2f530a6f63d56086a02408aa9613ea093f2a1619ca,256,512,0.01726137315832857,-0.05223213225885104,0.007584176599670572,0.0018737609520112957,0.11634348829199838,0.13295325994260151,0.97265625,0.0030875802040100098,0.0013062301046018702,14.068098226562142,-21.934806193988265,0.028580375339673912,0.4572860054347826,0.40116714761354544,0.0,10770,209497,167335,167335,2936271421440
04-factual-b2,factual / explanatory knowledge,KNEE,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,e3367a4bb11e8ceb559c9c2f530a6f63d56086a02408aa9613ea093f2a1619ca,512,512,0.0228396930784074,-0.14301872028496732,0.013150362111679775,0.003142285193400961,0.10119345230301674,0.1300992786136012,0.9609375,0.003088075667619705,0.0012999816344023093,28.12380267865956,-33.07171212133301,0.028705099354619564,0.459281589673913,0.4041706263367003,0.0,21634,427874,325790,325790,5716723138560
04-factual-b2,factual / explanatory knowledge,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,e3367a4bb11e8ceb559c9c2f530a6f63d56086a02408aa9613ea093f2a1619ca,16,512,0.007510330740865934,-1.0650940353684746e-05,0.0033718609352805123,0.0008361605629587463,0.1160003842829504,0.1807443105147758,0.9375,0.007301837205886841,0.0029800116649534372,4.636898150667548,9.679614817650872,0.06606657608695653,0.7010869565217391,0.4244887751158376,0.0,1556,14286,9266,9266,162592948224
04-factual-b2,factual / explanatory knowledge,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,e3367a4bb11e8ceb559c9c2f530a6f63d56086a02408aa9613ea093f2a1619ca,32,512,0.00696926134287057,1.653903648701771e-05,0.0027812425310421766,0.0006904230088996431,0.1144185225250393,0.17365779834728334,0.9375,0.007303588092327118,0.0030371270946954404,9.542653331533074,10.98790364425804,0.06670346467391304,0.7116168478260869,0.42280633163378095,0.0,3142,27954,19150,19150,336030105600
04-factual-b2,factual / explanatory knowledge,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,e3367a4bb11e8ceb559c9c2f530a6f63d56086a02408aa9613ea093f2a1619ca,64,512,0.006208206627316304,1.66732394148994e-05,0.002139444729205597,0.0005351293488823338,0.11347969239544997,0.17488864768782894,0.96875,0.007303588092327118,0.003023232410435053,19.215665200725198,7.130517362875253,0.06746773097826086,0.7192595108695652,0.43147469325741955,0.0,6356,55254,38954,38954,683536121856
04-factual-b2,factual / explanatory knowledge,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,e3367a4bb11e8ceb559c9c2f530a6f63d56086a02408aa9613ea093f2a1619ca,128,512,0.012802032268143304,-0.0864641282013956,0.003874290332000589,0.0009815630164083395,0.11805549116575037,0.1801121656422227,0.984375,0.0073036253452301025,0.0030190053580819135,37.69831990636885,3.4972001122423535,0.06627356487771739,0.7033797554347826,0.42157498948999944,0.0,12487,110101,78315,78315,1374213980160
04-factual-b2,factual / explanatory knowledge,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,e3367a4bb11e8ceb559c9c2f530a6f63d56086a02408aa9613ea093f2a1619ca,256,512,0.01981863261517232,0.03396488676074583,0.007872215600512187,0.00199891859372686,0.13511561232003189,0.1676667377601742,0.9765625,0.0073036253452301025,0.0029982096131369825,75.43495386652648,12.32451612945988,0.06676715353260869,0.7045686141304348,0.417795034473031,0.0,25160,223382,153450,153450,2692627660800
04-factual-b2,factual / explanatory knowledge,S2_P50,DIRECT_FIXED_CONTEXT,DIRECT_FIXED_CONTEXT,high-cache,111986638848,e3367a4bb11e8ceb559c9c2f530a6f63d56086a02408aa9613ea093f2a1619ca,512,512,0.0267130773824472,-0.21500190599613944,0.013900998801536522,0.0034243989510283853,0.12013281795814258,0.1645339679073898,0.96875,0.007303699851036072,0.002973041713487843,150.400234201923,46.09986704511812,0.06712274966032608,0.7057787024456522,0.4186438255641355,0.0,50588,455747,297917,297917,5227628249088
04-factual-b4,factual / explanatory knowledge,KNEE,CAPACITY_FIXED_CONTEXT,CAPACITY_FIXED_CONTEXT,96-gib-bridge,103072628736,e84932711c03a56c5bcb7a0f240d4d4740e3181c4450b45dcb24756432c92865,16,512,0.008186448623275444,0.07944083006687208,0.0008113215778220128,0.0002080977918801581,0.06591763956664422,0.10088780690725893,1.0,0.003085985779762268,0.001297006519984143,0.7613428272306919,0.9430537936277688,0.024923573369565216,0.39877717391304346,0.39110062273764695,0.0,587,11873,11679,11679,204934496256
04-factual-b4,factual / explanatory knowledge,KNEE,CAPACITY_FIXED_CONTEXT,CAPACITY_FIXED_CONTEXT,96-gib-bridge,103072628736,e84932711c03a56c5bcb7a0f240d4d4740e3181c4450b45dcb24756432c92865,32,512,0.006832763941307163,9.475131825809058e-07,0.0006533247897448138,0.0001636798223521497,0.06849662962483102,0.10818038403606736,0.96875,0.003085985779762268,0.001284225075698096,1.553912341594696,0.26877533006336307,0.025687839673913044,0.4110054347826087,0.40344647744036066,0.0,1210,24127,22977,22977,403183484928
